Certificate Number,Customer,Country,State,Blanket Exemption,Valid From,Subsidiary,Notes
Nordstrom Exempt - 646,646 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 646 - Livingston Center Rack,US,NJ,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 647,647 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 647 - Rockaway Commons Rack,US,NJ,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 648,648 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 648 - Hamilton Crossings Rack,US,PA,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 649,649 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 649 - Wayne Town Center Rack,US,NJ,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 650,650 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 650 - Crossroads at Eatontown Rack,US,NJ,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 651,651 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 651 - Chimney Rock Rack,US,NJ,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 652,652 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 652 - Shoppes at Belmont Rack,US,PA,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 656,656 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 656 - Lincoln Plaza Rack,US,PA,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 658,658 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 658 - Terrace at Hamilton Place Rack,US,TN,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 660,660 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 660 - Woodmore Towne Center Rack,US,MD,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 661,661 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 661 - Canton Crossing Rack,US,MD,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 670,670 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 670 - Dulles Town Crossing Rack,US,VA,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 671,671 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 671 - Pentagon Center Rack,US,VA,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 673,673 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 673 - Downtown DC Rack,US,DC,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 674,674 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 674 - Springfield Town Center Rack,US,VA,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 675,675 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 675 - Metro Center Rack,US,DC,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 676,676 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 676 - The Block Northway Rack,US,PA,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 677,677 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 677 - Pembroke Mall Rack,US,VA,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 686,686 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 686 - Northwoods Rack,US,TX,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 688,688 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 688 - Bandera Pointe Rack,US,TX,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 691,691 Nordstrom : Nordstrom - DC 299 - Central States DC : Nordstrom - 691 - The Village at Allen Rack,US,TX,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 692,692 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 692 - Delray Beach Rack,US,FL,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 700,700 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 700 - Barrett Place Rack,US,GA,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 708,708 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 708 - Memphis Rack,US,TN,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 709,709 Nordstrom : Nordstrom - DC 299 - Central States DC : Nordstrom - 709 - The Centre at Preston Ridge Rack,US,TX,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 711,711 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 711 - Bowman Place Rack,US,SC,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 712,712 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 712 - 1600 Commons Rack,US,FL,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 713,713 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 713 - Portofino Shopping Center Rack,US,TX,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 714,714 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 714 - Winter Park Rack,US,FL,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 715,715 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 715 - The Parke Rack,US,TX,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 716,716 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 716 - Riverwalk Rack,US,LA,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 717,717 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 717 - Ambassador Plaza Rack,US,LA,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 719,719 Nordstrom : Nordstrom - DC 299 - Central States DC : Nordstrom - 719 - Gallery on the Parkway Rack,US,TX,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 721,721 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 721 - Baybrook Square Rack,US,TX,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 727,727 Nordstrom : Nordstrom - DC 299 - Central States DC : Nordstrom - 727 - Preston Shepard Place Rack,US,TX,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 734,734 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 734 - Rim Rack,US,TX,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 735,735 Nordstrom : Nordstrom - DC 299 - Central States DC : Nordstrom - 735 - The Shops at Southlake Rack,US,TX,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 736,736 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 736 - Gateway Rack,US,TX,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 738,738 Nordstrom : Nordstrom - DC 299 - Central States DC : Nordstrom - 738 - Park Lane Rack,US,TX,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 739,739 Nordstrom : Nordstrom - DC 299 - Central States DC : Nordstrom - 739 - Parks at Arlington Rack,US,TX,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 740,740 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 740 - Sunset Valley Rack,US,TX,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 741,741 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 741 - Centre at Post Oak Rack,US,TX,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 743,743 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 743 - Promenade Shops Rack,US,FL,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 744,744 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 744 - Market at Town Center Rack,US,TX,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 745,745 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 745 - Alamo Quarry Rack,US,TX,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 747,747 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 747 - Willowbrook Mall Rack,US,TX,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 748,748 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 748 - Village Plaza at Bunker Hill Rack,US,TX,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 749,749 Nordstrom : Nordstrom - DC 299 - Central States DC : Nordstrom - 749 - Woodland Plaza Rack,US,OK,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 754,754 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 754 - Renaissance Center Rack,US,NC,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 755,755 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 755 - University Commons Rack,US,FL,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 756,756 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 756 - The Markets at Town Center Rack,US,FL,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 757,757 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 757 - Mercato Rack,US,FL,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 758,758 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 758 - Brentwood Place Shopping Center Rack,US,TN,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 764,764 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 764 - Mall of Georgia Crossing Rack,US,GA,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 771,771 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 771 - Sawgrass Mills Rack,US,FL,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 777,777 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 777 - Miracle Marketplace Rack,US,FL,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 778,778 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 778 - Millenia Crossing Rack,US,FL,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 779,779 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 779 - Kendall Town & Country Rack,US,FL,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 781,781 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 781 - Tampa Rack,US,FL,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 782,782 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 782 - Buckhead Station Rack,US,GA,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 783,783 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 783 - North Point Market Center Rack,US,GA,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 784,784 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 784 - Palm Beach Outlets Rack,US,FL,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 785,785 Nordstrom : Nordstrom - DC 299 - Central States DC : Nordstrom - 785 - Belle Isle Station Rack,US,OK,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 786,786 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 786 - Shoppes at University Town Center Rack,US,FL,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 787,787 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 787 - River Ridge Shopping Center Rack,US,AL,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 788,788 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 788 - Perimeter Expo Rack,US,GA,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 791,791 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 791 - Harbison Court Rack,US,SC,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 792,792 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 792 - Magnolia Park Rack,US,SC,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 793,793 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 793 - Countryside Mall Rack,US,FL,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 796,796 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 796 - Lake Brandon Plaza Rack,US,FL,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 797,797 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 797 - The Shops at Midtown Miami Rack,US,FL,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 798,798 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 798 - The Mall of Louisiana Rack,US,LA,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 1003,1003 Nordstrom : Nordstrom - DC 089 - Portland DC : Nordstrom - 1003 - The Village at Meridian Rack,US,ID,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 1015,1015 Nordstrom : Nordstrom - DC 089 - Portland DC : Nordstrom - 1015 - Tri Citites Center Rack,US,WA,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 1018,1018 Nordstrom : Nordstrom - DC 089 - Portland DC : Nordstrom - 1018 - Northpointe Plaza Rack,US,WA,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 2221,2221 Nordstrom : Nordstrom - DC 299 - Central States DC : Nordstrom - 2221 - Danada Square East Rack,US,IL,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 2223,2223 Nordstrom : Nordstrom - DC 299 - Central States DC : Nordstrom - 2223 - Randal Square Rack,US,IL,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 2224,2224 Nordstrom : Nordstrom - DC 299 - Central States DC : Nordstrom - 2224 - Bloomingdale Court Rack,US,IL,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 2235,2235 Nordstrom : Nordstrom - DC 299 - Central States DC : Nordstrom - 2235 - Shoppes at Stadium Rack,US,MO,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 2242,2242 Nordstrom : Nordstrom - DC 299 - Central States DC : Nordstrom - 2242 - Village Pointe Rack,US,NE,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 2243,2243 Nordstrom : Nordstrom - DC 299 - Central States DC : Nordstrom - 2243 - Fischer Marketplace Rack,US,MN,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 2261,2261 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 2261 - Macedonia Gateway Rack,US,OH,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 2262,2262 Nordstrom : Nordstrom - DC 299 - Central States DC : Nordstrom - 2262 - Deerfield Towne Center Rack,US,OH,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 2263,2263 Nordstrom : Nordstrom - DC 299 - Central States DC : Nordstrom - 2263 - Hamilton Town Center Rack,US,IN,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 2264,2264 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 2264 - The Venue at Belden Rack,US,OH,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 2265,2265 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 2265 - Montrose Plaza Rack,US,OH,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 2281,"2281 Nordstrom : Nordstrom - DC 299 - Central States DC : Nordstrom - 2281 - Hunter's Square Rack (Farmington Hills, MI)",US,IA,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 3341,3341 Nordstrom : Nordstrom - DC 399 - S California DC : Nordstrom - 3341 - The Village Walk Rack,US,CA,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 3361,3361 Nordstrom : Nordstrom - DC 399 - S California DC : Nordstrom - 3361 - Pacific Coast Plaza Rack,US,CA,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 3362,3362 Nordstrom : Nordstrom - DC 399 - S California DC : Nordstrom - 3362 - Clairemont Town Square Rack,US,CA,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 3363,3363 Nordstrom : Nordstrom - DC 399 - S California DC : Nordstrom - 3363 - El Camino Promenade Rack,US,CA,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 3716,3716 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 3716 - Las Tiendas Shopping Center Rack,US,TX,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
